,Unnamed: 0,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration
16661,16661,56,102813,0.03,0.02,4251074963,7751,Yes,Bachelor or equivalent,Male,Yes,Married,74,2,0,99,Technology Related Job,60,VT,435,102,No,No,0.22,4730,788
16662,16662,58,157770,0.07,0.02,4251037563,7752,Yes,Bachelor or equivalent,Male,Yes,Single,44,3,2,69,Technology Related Job,236,PA,34,137,Yes,Yes,0.75,1950,650
16663,16663,58,157770,0.07,0.02,4251037563,7752,Yes,Bachelor or equivalent,Male,Yes,Single,44,3,2,69,Technology Related Job,236,PA,34,137,Yes,Yes,0.75,4920,1230
16664,16664,61,212728,0.02,0.01,4251082050,7753,Yes,Bachelor or equivalent,Female,No,Married,15,0,4,38,Technology Related Job,413,NJ,133,172,No,No,0.28,2899,724
16665,16665,61,212728,0.02,0.01,4251082050,7753,Yes,Bachelor or equivalent,Female,No,Married,15,0,4,38,Technology Related Job,413,NJ,133,172,No,No,0.28,2055,1027
16666,16666,63,17685,0.06,0.01,4251050653,7754,Yes,Master or equivalent,Female,Yes,Single,106,2,7,7,Technology Related Job,89,MN,233,207,No,No,0.82,4660,1165
16667,16667,63,17685,0.06,0.01,4251050653,7754,Yes,Master or equivalent,Female,Yes,Single,106,2,7,7,Technology Related Job,89,MN,233,207,No,No,0.82,5350,891
16668,16668,79,15714,0.0,0.03,4251080973,7755,Yes,High School or below,Female,Yes,Married,113,0,4,48,Technology Related Job,449,SC,236,67,No,Yes,0.03,4540,567
16669,16669,79,15714,0.0,0.03,4251080973,7755,Yes,High School or below,Female,Yes,Married,113,0,4,48,Technology Related Job,449,SC,236,67,No,Yes,0.03,4119,686
16670,16670,13,70672,0.04,0.02,4251072186,7756,Yes,High School or below,Female,Yes,Single,84,1,6,17,Technology Related Job,125,NC,335,102,No,No,0.56,5784,826
16671,16671,13,70672,0.04,0.02,4251072186,7756,Yes,High School or below,Female,Yes,Single,84,1,6,17,Technology Related Job,125,NC,335,102,No,No,0.56,4696,939
16672,16672,13,70672,0.04,0.02,4251072186,7756,Yes,High School or below,Female,Yes,Single,84,1,6,17,Technology Related Job,125,NC,335,102,No,No,0.56,2023,1011
16673,16673,15,125629,0.07,0.02,4251025964,7757,Yes,High School or below,Female,Yes,Married,55,3,0,87,Technology Related Job,302,MO,435,137,No,No,0.09,2601,867
16674,16674,15,125629,0.07,0.02,4251025964,7757,Yes,High School or below,Female,Yes,Married,55,3,0,87,Technology Related Job,302,MO,435,137,No,No,0.09,2765,553
16675,16675,17,180587,0.03,0.01,4251065417,7758,Yes,High School or below,Male,Yes,Single,26,0,3,56,Technology Related Job,478,LA,34,172,No,No,0.62,4517,1129
16676,16676,17,180587,0.03,0.01,4251065417,7758,Yes,High School or below,Male,Yes,Single,26,0,3,56,Technology Related Job,478,LA,34,172,No,No,0.62,2739,913
16677,16677,48,41487,0.01,0.02,4251074300,7759,Yes,High School or below,Female,No,Single,84,1,0,74,Non-technology Related Job,150,MD,231,187,No,No,0.07,2265,1132
16678,16678,48,41487,0.01,0.02,4251074300,7759,Yes,High School or below,Female,No,Single,84,1,0,74,Non-technology Related Job,150,MD,231,187,No,No,0.07,4186,1046
16679,16679,35,233573,0.0,0.03,4251065658,7760,Yes,Bachelor or equivalent,Male,No,Single,4,0,2,66,Technology Related Job,14,NE,137,67,No,No,0.36,5540,791
16680,16680,35,233573,0.0,0.03,4251065658,7760,Yes,Bachelor or equivalent,Male,No,Single,4,0,2,66,Technology Related Job,14,NE,137,67,No,No,0.36,7139,713
16681,16681,37,38530,0.04,0.02,4251045408,7761,Yes,Bachelor or equivalent,Male,Yes,Married,95,1,4,35,Technology Related Job,190,MD,236,102,No,No,0.89,3732,622
16682,16682,37,38530,0.04,0.02,4251045408,7761,Yes,Bachelor or equivalent,Male,Yes,Married,95,1,4,35,Technology Related Job,190,MD,236,102,No,No,0.89,2784,928
16683,16683,37,38530,0.04,0.02,4251045408,7761,Yes,Bachelor or equivalent,Male,Yes,Married,95,1,4,35,Technology Related Job,190,MD,236,102,No,No,0.89,333,333
16684,16684,68,149431,0.02,0.03,4251073298,7762,Yes,Bachelor or equivalent,Female,Yes,Married,33,2,2,54,Non-technology Related Job,363,MI,433,117,No,No,0.35,4628,925
16685,16685,68,149431,0.02,0.03,4251073298,7762,Yes,Bachelor or equivalent,Female,Yes,Married,33,2,2,54,Non-technology Related Job,363,MI,433,117,No,No,0.35,4289,714
16686,16686,70,204388,0.06,0.02,4251083184,7763,Yes,Bachelor or equivalent,Male,Yes,Single,4,3,4,23,Non-technology Related Job,39,IN,32,152,No,No,0.88,6559,819
16687,16687,70,204388,0.06,0.02,4251083184,7763,Yes,Bachelor or equivalent,Male,Yes,Single,4,3,4,23,Non-technology Related Job,39,IN,32,152,No,No,0.88,1575,315
16688,16688,72,9346,0.02,0.02,4251010921,7764,Yes,Bachelor or equivalent,Male,Yes,Married,95,1,6,92,Non-technology Related Job,215,CT,132,187,No,No,0.41,4435,887
16689,16689,72,9346,0.02,0.02,4251010921,7764,Yes,Bachelor or equivalent,Male,Yes,Married,95,1,6,92,Non-technology Related Job,215,CT,132,187,No,No,0.41,6390,912
16690,16690,60,201432,0.01,0.03,4251039525,7765,Yes,PhD or equivalent,Female,Yes,Married,15,3,0,84,Technology Related Job,79,IA,37,67,No,No,0.69,5666,944
16691,16691,60,201432,0.01,0.03,4251039525,7765,Yes,PhD or equivalent,Female,Yes,Married,15,3,0,84,Technology Related Job,79,IA,37,67,No,No,0.69,3664,1221
16692,16692,22,62332,0.07,0.03,4251098039,7766,Yes,High School or below,Male,No,Married,73,0,6,2,Non-technology Related Job,252,KS,234,82,No,No,0.15,4686,781
16693,16693,22,62332,0.07,0.03,4251098039,7766,Yes,High School or below,Male,No,Married,73,0,6,2,Non-technology Related Job,252,KS,234,82,No,No,0.15,2354,784
16694,16694,24,117290,0.03,0.03,4251046471,7767,Yes,High School or below,Female,Yes,Single,44,1,0,71,Non-technology Related Job,428,FL,334,117,No,No,0.68,4182,836
16695,16695,24,117290,0.03,0.03,4251046471,7767,Yes,High School or below,Female,Yes,Single,44,1,0,71,Non-technology Related Job,428,FL,334,117,No,No,0.68,1540,385
16696,16696,26,172247,0.06,0.02,4251046657,7768,No,High School or below,Female,Yes,Married,15,3,2,41,Non-technology Related Job,104,AK,433,152,No,Yes,0.21,5617,802
16697,16697,26,172247,0.06,0.02,4251046657,7768,No,High School or below,Female,Yes,Married,15,3,2,41,Non-technology Related Job,104,AK,433,152,No,Yes,0.21,1289,429
16698,16698,29,227204,0.02,0.02,4251093144,7769,Yes,High School or below,Female,Yes,Single,105,0,5,10,Non-technology Related Job,280,UT,32,187,No,No,0.74,4129,458
16699,16699,29,227204,0.02,0.02,4251093144,7769,Yes,High School or below,Female,Yes,Single,105,0,5,10,Non-technology Related Job,280,UT,32,187,No,No,0.74,3638,404
16700,16700,44,225233,0.04,0.03,4251082833,7770,Yes,High School or below,Female,Yes,Married,113,2,2,51,Technology Related Job,141,HI,36,47,Yes,No,0.95,2918,583
16701,16701,44,225233,0.04,0.03,4251082833,7770,Yes,High School or below,Female,Yes,Married,113,2,2,51,Technology Related Job,141,HI,36,47,Yes,No,0.95,719,719
16702,16702,44,225233,0.04,0.03,4251082833,7770,Yes,High School or below,Female,Yes,Married,113,2,2,51,Technology Related Job,141,HI,36,47,Yes,No,0.95,1312,1312
16703,16703,47,30191,0.0,0.03,4251012224,7771,Yes,Bachelor or equivalent,Female,Yes,Single,84,0,4,20,Non-technology Related Job,317,AR,135,82,No,No,0.49,2494,623
16704,16704,47,30191,0.0,0.03,4251012224,7771,Yes,Bachelor or equivalent,Female,Yes,Single,84,0,4,20,Non-technology Related Job,317,AR,135,82,No,No,0.49,3936,787
16705,16705,49,85148,0.03,0.03,4251087384,7772,Yes,Bachelor or equivalent,Male,No,Married,55,1,6,89,Non-technology Related Job,493,VA,234,117,No,No,0.02,6632,947
16706,16706,49,85148,0.03,0.03,4251087384,7772,Yes,Bachelor or equivalent,Male,No,Married,55,1,6,89,Non-technology Related Job,493,VA,234,117,No,No,0.02,3996,499
16707,16707,51,140106,0.07,0.02,4251096569,7773,Yes,Bachelor or equivalent,Male,Yes,Single,25,2,0,59,Non-technology Related Job,169,RI,333,151,Yes,No,0.55,3081,616
16708,16708,51,140106,0.07,0.02,4251096569,7773,Yes,Bachelor or equivalent,Male,Yes,Single,25,2,0,59,Non-technology Related Job,169,RI,333,151,Yes,No,0.55,2908,727
16709,16709,67,138135,0.01,0.0,4251059139,7774,Yes,Master or equivalent,Male,Yes,Married,33,1,6,99,Technology Related Job,29,CO,337,11,No,No,0.76,2106,421
16710,16710,67,138135,0.01,0.0,4251059139,7774,Yes,Master or equivalent,Male,Yes,Married,33,1,6,99,Technology Related Job,29,CO,337,11,No,No,0.76,5928,988
16711,16711,69,193092,0.05,0.03,4251094714,7775,Yes,Master or equivalent,Male,Yes,Single,4,2,0,68,Technology Related Job,206,WI,436,46,No,No,0.29,2661,443
16712,16712,69,193092,0.05,0.03,4251094714,7775,Yes,Master or equivalent,Male,Yes,Single,4,2,0,68,Technology Related Job,206,WI,436,46,No,No,0.29,3393,678
16713,16713,71,248050,0.0,0.03,4251065724,7776,Yes,PhD or equivalent,Female,Yes,Married,94,3,2,38,Non-technology Related Job,382,SD,35,81,No,No,0.82,1741,870
16714,16714,71,248050,0.0,0.03,4251065724,7776,Yes,PhD or equivalent,Female,Yes,Married,94,3,2,38,Non-technology Related Job,382,SD,35,81,No,No,0.82,1598,399
16715,16715,73,53007,0.04,0.02,4251075093,7777,Yes,High School or below,Female,Yes,Married,65,0,4,7,Non-technology Related Job,58,ND,135,116,No,No,0.35,2056,1028
16716,16716,73,53007,0.04,0.02,4251075093,7777,Yes,High School or below,Female,Yes,Married,65,0,4,7,Non-technology Related Job,58,ND,135,116,No,No,0.35,3952,658
16717,16717,21,51036,0.06,0.0,4251035988,7778,Yes,High School or below,Female,Yes,Married,73,3,2,48,Technology Related Job,418,AL,138,226,No,No,0.56,3684,368
16718,16718,21,51036,0.06,0.0,4251035988,7778,Yes,High School or below,Female,Yes,Married,73,3,2,48,Technology Related Job,418,AL,138,226,No,No,0.56,5774,962
16719,16719,23,105993,0.01,0.0,4251091193,7779,Yes,High School or below,Female,Yes,Single,44,0,4,17,Technology Related Job,95,TX,237,11,No,Yes,0.09,3071,614
16720,16720,23,105993,0.01,0.0,4251091193,7779,Yes,High School or below,Female,Yes,Single,44,0,4,17,Technology Related Job,95,TX,237,11,No,Yes,0.09,4579,763
16721,16721,26,160951,0.05,0.03,4251046372,7780,Yes,High School or below,Male,Yes,Single,14,1,6,86,Technology Related Job,271,OK,337,46,No,No,0.62,2176,1088
16722,16722,26,160951,0.05,0.03,4251046372,7780,Yes,High School or below,Male,Yes,Single,14,1,6,86,Technology Related Job,271,OK,337,46,No,No,0.62,5604,934
16723,16723,26,160951,0.05,0.03,4251046372,7780,Yes,High School or below,Male,Yes,Single,14,1,6,86,Technology Related Job,271,OK,337,46,No,No,0.62,674,674
16724,16724,28,215908,0.01,0.03,4251054631,7781,Yes,High School or below,Male,Yes,Married,105,3,0,56,Non-technology Related Job,447,NV,436,81,No,No,0.15,4126,687
16725,16725,28,215908,0.01,0.03,4251054631,7781,Yes,High School or below,Male,Yes,Married,105,3,0,56,Non-technology Related Job,447,NV,436,81,No,No,0.15,1994,664
16726,16726,44,213937,0.03,0.0,4251025772,7782,Yes,Bachelor or equivalent,Male,Yes,Married,113,1,6,96,Technology Related Job,307,VT,439,191,No,Yes,0.36,2638,527
16727,16727,44,213937,0.03,0.0,4251025772,7782,Yes,Bachelor or equivalent,Male,Yes,Married,113,1,6,96,Technology Related Job,307,VT,439,191,No,Yes,0.36,2775,693
16728,16728,46,18895,0.06,0.0,4251088883,7783,Yes,Bachelor or equivalent,Male,No,Married,84,2,0,65,Technology Related Job,483,PA,39,226,No,No,0.9,4806,801
16729,16729,46,18895,0.06,0.0,4251088883,7783,Yes,Bachelor or equivalent,Male,No,Married,84,2,0,65,Technology Related Job,483,PA,39,226,No,No,0.9,2588,647
16730,16730,48,73852,0.02,0.0,4251032469,7784,Yes,Bachelor or equivalent,Female,Yes,Single,54,0,2,35,Technology Related Job,160,NM,138,11,No,No,0.43,4036,807
16731,16731,48,73852,0.02,0.0,4251032469,7784,Yes,Bachelor or equivalent,Female,Yes,Single,54,0,2,35,Technology Related Job,160,NM,138,11,No,No,0.43,5386,673
16732,16732,50,128810,0.06,0.03,4251011732,7785,Yes,Master or equivalent,Female,Yes,Married,25,1,4,4,Non-technology Related Job,336,MN,237,46,No,No,0.96,2757,919
16733,16733,50,128810,0.06,0.03,4251011732,7785,Yes,Master or equivalent,Female,Yes,Married,25,1,4,4,Non-technology Related Job,336,MN,237,46,No,No,0.96,2461,615
16734,16734,12,239710,0.04,0.0,4251098774,7786,Yes,Master or equivalent,Male,Yes,Married,83,2,2,23,Non-technology Related Job,8,MO,434,61,No,No,0.41,4891,698
16735,16735,12,239710,0.04,0.0,4251098774,7786,Yes,Master or equivalent,Male,Yes,Married,83,2,2,23,Non-technology Related Job,8,MO,434,61,No,No,0.41,1228,614
16736,16736,68,181796,0.03,0.0,4251065186,7787,Yes,High School or below,Female,Yes,Married,4,1,4,14,Technology Related Job,372,NC,340,191,No,No,0.7,1799,257
16737,16737,68,181796,0.03,0.0,4251065186,7787,Yes,High School or below,Female,Yes,Married,4,1,4,14,Technology Related Job,372,NC,340,191,No,No,0.7,911,455
16738,16738,70,236753,0.07,0.0,4251038368,7788,Yes,High School or below,Female,Yes,Single,94,2,6,83,Technology Related Job,49,MO,439,226,No,No,0.23,4681,780
16739,16739,70,236753,0.07,0.0,4251038368,7788,Yes,High School or below,Female,Yes,Single,94,2,6,83,Technology Related Job,49,MO,439,226,No,No,0.23,6669,1111
16740,16740,72,41711,0.02,0.0,4251087202,7789,Yes,High School or below,Male,No,Married,65,3,0,53,Technology Related Job,225,LA,39,11,No,No,0.76,3251,650
16741,16741,72,41711,0.02,0.0,4251087202,7789,Yes,High School or below,Male,No,Married,65,3,0,53,Technology Related Job,225,LA,39,11,No,No,0.76,3862,643
16742,16742,35,152611,0.01,0.0,4251091637,7790,Yes,High School or below,Female,Yes,Married,3,0,6,71,Non-technology Related Job,397,MD,236,26,No,No,0.22,2656,885
16743,16743,35,152611,0.01,0.0,4251091637,7790,Yes,High School or below,Female,Yes,Married,3,0,6,71,Non-technology Related Job,397,MD,236,26,No,No,0.22,1690,845
16744,16744,37,207569,0.04,0.0,4251074141,7791,Yes,High School or below,Female,Yes,Single,94,1,0,41,Non-technology Related Job,73,ID,335,61,No,No,0.75,4256,608
16745,16745,37,207569,0.04,0.0,4251074141,7791,Yes,High School or below,Female,Yes,Single,94,1,0,41,Non-technology Related Job,73,ID,335,61,No,No,0.75,1539,769
16746,16746,37,207569,0.04,0.0,4251074141,7791,Yes,High School or below,Female,Yes,Single,94,1,0,41,Non-technology Related Job,73,ID,335,61,No,No,0.75,682,682
16747,16747,25,149655,0.04,0.0,4251084721,7792,Yes,Bachelor or equivalent,Male,Yes,Single,14,0,2,32,Technology Related Job,437,MD,241,191,No,No,0.03,4109,513
16748,16748,25,149655,0.04,0.0,4251084721,7792,Yes,Bachelor or equivalent,Male,Yes,Single,14,0,2,32,Technology Related Job,437,MD,241,191,No,No,0.03,5409,901
16749,16749,27,204612,0.07,0.0,4251066550,7793,Yes,Bachelor or equivalent,Female,Yes,Married,105,1,4,1,Technology Related Job,114,IL,340,226,No,Yes,0.56,3591,897
16750,16750,27,204612,0.07,0.0,4251066550,7793,Yes,Bachelor or equivalent,Female,Yes,Married,105,1,4,1,Technology Related Job,114,IL,340,226,No,Yes,0.56,2041,1020
16751,16751,57,65513,0.06,0.0,4251022074,7794,Yes,Bachelor or equivalent,Male,Yes,Married,43,2,2,20,Non-technology Related Job,286,IN,37,241,No,No,0.02,2643,528
16752,16752,57,65513,0.06,0.0,4251022074,7794,Yes,Bachelor or equivalent,Male,Yes,Married,43,2,2,20,Non-technology Related Job,286,IN,37,241,No,No,0.02,2969,593
16753,16753,59,120470,0.01,0.0,4251074243,7795,Yes,Bachelor or equivalent,Male,No,Single,14,0,4,89,Non-technology Related Job,462,CT,136,26,No,Yes,0.55,2146,715
16754,16754,59,120470,0.01,0.0,4251074243,7795,Yes,Bachelor or equivalent,Male,No,Single,14,0,4,89,Non-technology Related Job,462,CT,136,26,No,Yes,0.55,4448,635
16755,16755,62,175428,0.05,0.0,4251030405,7796,Yes,Master or equivalent,Female,Yes,Married,105,1,6,58,Non-technology Related Job,139,WY,236,61,No,No,0.08,2461,820
16756,16756,62,175428,0.05,0.0,4251030405,7796,Yes,Master or equivalent,Female,Yes,Married,105,1,6,58,Non-technology Related Job,139,WY,236,61,No,No,0.08,2931,488
16757,16757,62,175428,0.05,0.0,4251030405,7796,Yes,Master or equivalent,Female,Yes,Married,105,1,6,58,Non-technology Related Job,139,WY,236,61,No,No,0.08,649,649
16758,16758,49,117514,0.04,0.0,4251029805,7797,Yes,High School or below,Male,Yes,Married,25,3,0,50,Technology Related Job,2,CT,141,191,No,No,0.37,2136,712
16759,16759,49,117514,0.04,0.0,4251029805,7797,Yes,High School or below,Male,Yes,Married,25,3,0,50,Technology Related Job,2,CT,141,191,No,No,0.37,2618,523
16760,16760,49,117514,0.04,0.0,4251029805,7797,Yes,High School or below,Male,Yes,Married,25,3,0,50,Technology Related Job,2,CT,141,191,No,No,0.37,1361,1361
16761,16761,12,228414,0.02,0.01,4251024702,7798,Yes,High School or below,Female,Yes,Married,83,1,6,68,Non-technology Related Job,175,FL,338,206,No,No,0.82,4766,680
16762,16762,12,228414,0.02,0.01,4251024702,7798,Yes,High School or below,Female,Yes,Married,83,1,6,68,Non-technology Related Job,175,FL,338,206,No,No,0.82,3638,606
16763,16763,14,33371,0.06,0.0,4251015288,7799,Yes,High School or below,Female,Yes,Single,54,2,0,38,Non-technology Related Job,351,AK,438,241,No,No,0.35,3530,588
16764,16764,14,33371,0.06,0.0,4251015288,7799,Yes,High School or below,Female,Yes,Single,54,2,0,38,Non-technology Related Job,351,AK,438,241,No,No,0.35,4646,774
16765,16765,16,88329,0.02,0.0,4251067942,7800,Yes,High School or below,Female,Yes,Married,25,3,2,7,Non-technology Related Job,27,UT,37,26,Yes,No,0.88,4411,735
16766,16766,16,88329,0.02,0.0,4251067942,7800,Yes,High School or below,Female,Yes,Married,25,3,2,7,Non-technology Related Job,27,UT,37,26,Yes,No,0.88,8211,746
16767,16767,32,86358,0.04,0.02,4251088699,7801,Yes,High School or below,Female,Yes,Single,32,2,0,47,Technology Related Job,388,HI,40,136,No,No,0.1,3553,710
16768,16768,32,86358,0.04,0.02,4251088699,7801,Yes,High School or below,Female,Yes,Single,32,2,0,47,Technology Related Job,388,HI,40,136,No,No,0.1,2566,641
16769,16769,34,141315,0.07,0.01,4251047031,7802,Yes,Bachelor or equivalent,Female,Yes,Married,3,3,2,17,Non-technology Related Job,64,AR,139,171,No,No,0.63,2674,668
16770,16770,34,141315,0.07,0.01,4251047031,7802,Yes,Bachelor or equivalent,Female,Yes,Married,3,3,2,17,Non-technology Related Job,64,AR,139,171,No,No,0.63,6222,691
16771,16771,36,196273,0.03,0.01,4251086866,7803,Yes,Bachelor or equivalent,Male,Yes,Single,94,0,4,86,Non-technology Related Job,240,WA,239,206,No,No,0.16,1145,572
16772,16772,36,196273,0.03,0.01,4251086866,7803,Yes,Bachelor or equivalent,Male,Yes,Single,94,0,4,86,Non-technology Related Job,240,WA,239,206,No,No,0.16,2606,868
16773,16773,38,1230,0.07,0.0,4251040499,7804,Yes,Bachelor or equivalent,Male,Yes,Married,65,1,6,55,Non-technology Related Job,416,RI,338,241,No,No,0.69,1882,627
16774,16774,38,1230,0.07,0.0,4251040499,7804,Yes,Bachelor or equivalent,Male,Yes,Married,65,1,6,55,Non-technology Related Job,416,RI,338,241,No,No,0.69,4557,759
16775,16775,54,249259,0.01,0.02,4251050468,7805,Yes,Master or equivalent,Male,Yes,Single,72,0,4,96,Technology Related Job,276,CO,341,101,No,No,0.9,3008,601
16776,16776,54,249259,0.01,0.02,4251050468,7805,Yes,Master or equivalent,Male,Yes,Single,72,0,4,96,Technology Related Job,276,CO,341,101,No,No,0.9,709,354
16777,16777,56,54217,0.04,0.02,4251044450,7806,Yes,Master or equivalent,Male,No,Married,43,1,6,65,Non-technology Related Job,453,WI,441,136,No,No,0.43,8559,951
16778,16778,56,54217,0.04,0.02,4251044450,7806,Yes,Master or equivalent,Male,No,Married,43,1,6,65,Non-technology Related Job,453,WI,441,136,No,No,0.43,918,918
16779,16779,58,109174,0.0,0.01,4251062451,7807,Yes,PhD or equivalent,Female,Yes,Single,14,2,0,35,Non-technology Related Job,129,SD,40,171,No,No,0.96,3843,768
16780,16780,58,109174,0.0,0.01,4251062451,7807,Yes,PhD or equivalent,Female,Yes,Single,14,2,0,35,Non-technology Related Job,129,SD,40,171,No,No,0.96,5661,1132
16781,16781,61,164131,0.04,0.01,4251014024,7808,Yes,High School or below,Female,Yes,Married,105,0,2,4,Non-technology Related Job,305,ND,139,206,No,No,0.49,4605,767
16782,16782,61,164131,0.04,0.01,4251014024,7808,Yes,High School or below,Female,Yes,Married,105,0,2,4,Non-technology Related Job,305,ND,139,206,No,No,0.49,7289,911
16783,16783,77,162160,0.06,0.02,4251098159,7809,Yes,High School or below,Female,Yes,Single,112,2,0,44,Technology Related Job,165,AL,143,66,No,Yes,0.7,4549,909
16784,16784,77,162160,0.06,0.02,4251098159,7809,Yes,High School or below,Female,Yes,Single,112,2,0,44,Technology Related Job,165,AL,143,66,No,Yes,0.7,3411,852
16785,16785,77,162160,0.06,0.02,4251098159,7809,Yes,High School or below,Female,Yes,Single,112,2,0,44,Technology Related Job,165,AL,143,66,No,Yes,0.7,245,245
16786,16786,79,217118,0.01,0.02,4251027693,7810,Yes,High School or below,Female,Yes,Married,83,3,2,14,Technology Related Job,342,TX,242,101,No,No,0.23,4404,880
16787,16787,79,217118,0.01,0.02,4251027693,7810,Yes,High School or below,Female,Yes,Married,83,3,2,14,Technology Related Job,342,TX,242,101,No,No,0.23,4058,811
16788,16788,13,22075,0.05,0.01,4251040951,7811,Yes,High School or below,Male,Yes,Single,54,1,4,83,Non-technology Related Job,18,OK,341,136,No,No,0.76,2315,578
16789,16789,13,22075,0.05,0.01,4251040951,7811,Yes,High School or below,Male,Yes,Single,54,1,4,83,Non-technology Related Job,18,OK,341,136,No,No,0.76,6100,1220
16790,16790,13,22075,0.05,0.01,4251040951,7811,Yes,High School or below,Male,Yes,Single,54,1,4,83,Non-technology Related Job,18,OK,341,136,No,No,0.76,1159,579
16791,16791,15,77033,0.0,0.01,4251075162,7812,Yes,High School or below,Male,No,Married,24,2,6,52,Non-technology Related Job,194,NH,441,171,No,No,0.29,2992,598
16792,16792,15,77033,0.0,0.01,4251075162,7812,Yes,High School or below,Male,No,Married,24,2,6,52,Non-technology Related Job,194,NH,441,171,No,No,0.29,4640,662
16793,16793,45,187933,0.07,0.01,4251011672,7813,Yes,Bachelor or equivalent,Female,Yes,Married,82,3,4,71,Others,366,NJ,138,186,No,No,0.75,3150,1050
16794,16794,45,187933,0.07,0.01,4251011672,7813,Yes,Bachelor or equivalent,Female,Yes,Married,82,3,4,71,Others,366,NJ,138,186,No,No,0.75,3305,826
16795,16795,33,130019,0.06,0.02,4251100147,7814,Yes,Bachelor or equivalent,Male,Yes,Married,3,2,6,62,Technology Related Job,230,PA,43,66,No,No,0.04,2938,419
16796,16796,33,130019,0.06,0.02,4251100147,7814,Yes,Bachelor or equivalent,Male,Yes,Married,3,2,6,62,Technology Related Job,230,PA,43,66,No,No,0.04,2203,550
16797,16797,35,184977,0.02,0.02,4251069836,7815,Yes,Bachelor or equivalent,Female,Yes,Single,94,3,0,32,Technology Related Job,407,NM,143,101,No,No,0.57,6518,724
16798,16798,35,184977,0.02,0.02,4251069836,7815,Yes,Bachelor or equivalent,Female,Yes,Single,94,3,0,32,Technology Related Job,407,NM,143,101,No,No,0.57,4735,789
16799,16799,35,184977,0.02,0.02,4251069836,7815,Yes,Bachelor or equivalent,Female,Yes,Single,94,3,0,32,Technology Related Job,407,NM,143,101,No,No,0.57,814,814
16800,16800,37,239934,0.05,0.01,4251019844,7816,Yes,Master or equivalent,Female,Yes,Single,64,0,2,1,Non-technology Related Job,83,MN,242,136,No,No,0.1,4149,829
16801,16801,37,239934,0.05,0.01,4251019844,7816,Yes,Master or equivalent,Female,Yes,Single,64,0,2,1,Non-technology Related Job,83,MN,242,136,No,No,0.1,2191,365
16802,16802,68,100834,0.04,0.02,4251051514,7817,Yes,Master or equivalent,Male,Yes,Married,2,1,0,19,Non-technology Related Job,255,MO,439,151,No,No,0.55,2411,803
16803,16803,68,100834,0.04,0.02,4251051514,7817,Yes,Master or equivalent,Male,Yes,Married,2,1,0,19,Non-technology Related Job,255,MO,439,151,No,No,0.55,4343,620
16804,16804,70,155792,0.07,0.01,4251009662,7818,Yes,High School or below,Male,No,Single,93,2,2,89,Others,432,LA,38,186,Yes,No,0.09,2521,630
16805,16805,70,155792,0.07,0.01,4251009662,7818,Yes,High School or below,Male,No,Single,93,2,2,89,Others,432,LA,38,186,Yes,No,0.09,5601,700
16806,16806,58,97878,0.07,0.02,4251045643,7819,Yes,High School or below,Female,No,Married,14,1,4,80,Technology Related Job,295,MO,444,66,No,No,0.37,3247,1082
16807,16807,58,97878,0.07,0.02,4251045643,7819,Yes,High School or below,Female,No,Married,14,1,4,80,Technology Related Job,295,MO,444,66,No,No,0.37,3991,997
16808,16808,20,208778,0.05,0.03,4251092948,7820,Yes,High School or below,Male,Yes,Single,71,2,2,99,Non-technology Related Job,468,NE,141,81,No,No,0.83,5962,851
16809,16809,20,208778,0.05,0.03,4251092948,7820,Yes,High School or below,Male,Yes,Single,71,2,2,99,Non-technology Related Job,468,NE,141,81,No,No,0.83,3729,621
16810,16810,22,13736,0.0,0.02,4251060323,7821,Yes,High School or below,Female,Yes,Single,42,3,4,68,Non-technology Related Job,144,MD,240,116,No,No,0.36,4302,1075
16811,16811,22,13736,0.0,0.02,4251060323,7821,Yes,High School or below,Female,Yes,Single,42,3,4,68,Non-technology Related Job,144,MD,240,116,No,No,0.36,4945,989
16812,16812,24,68693,0.04,0.02,4251010134,7822,Yes,High School or below,Female,Yes,Married,13,1,6,37,Non-technology Related Job,320,IL,340,151,No,Yes,0.89,479,479
16813,16813,24,68693,0.04,0.02,4251010134,7822,Yes,High School or below,Female,Yes,Married,13,1,6,37,Non-technology Related Job,320,IL,340,151,No,Yes,0.89,3035,607
16814,16814,24,68693,0.04,0.02,4251010134,7822,Yes,High School or below,Female,Yes,Married,13,1,6,37,Non-technology Related Job,320,IL,340,151,No,Yes,0.89,442,442
16815,16815,26,123651,0.0,0.01,4251098755,7823,Yes,High School or below,Male,Yes,Single,104,2,0,7,Others,497,CA,439,186,No,No,0.42,3445,492
16816,16816,26,123651,0.0,0.01,4251098755,7823,Yes,High School or below,Male,Yes,Single,104,2,0,7,Others,497,CA,439,186,No,No,0.42,1306,653
16817,16817,42,121680,0.02,0.03,4251053278,7824,Yes,Bachelor or equivalent,Female,Yes,Single,111,0,5,47,Non-technology Related Job,357,MI,442,46,No,No,0.63,8323,756
